1568804091 1 0 0 0 0
1569180969 2 0 0 0 0
1569182126 3 0 0 0 0
1569183082 4 0 0 0 0
1570606150 5 0 0 0 0
1570620019 5 0 0 0 1
1570621760 5 0 0 0 2
1570991458 6 0 0 0 2
1570991465 7 0 0 0 2
1572111929 7 0 1 0 2
1572558440 8 0 1 0 2
1573196497 9 0 1 0 2
1573196621 10 0 1 0 2
1573196772 11 0 1 0 2
1573198072 12 0 1 0 2
1573328069 13 0 1 0 2
1573329214 14 0 1 0 2
1573329249 15 0 1 0 2
1573330607 16 0 1 0 2
1573331275 17 0 1 0 2
1573331319 18 0 1 0 2
1573331901 19 0 1 0 2
1573333307 20 0 1 0 2
1573333673 21 0 1 0 2
1573333784 22 0 1 0 2
1573661788 22 0 2 0 2
1573665274 22 0 3 0 2
1573808344 22 1 3 0 2
1573830572 22 2 3 0 2
1573832371 22 2 4 0 2
1573846915 23 2 4 0 2
1573895128 24 2 4 0 2
1573927021 24 3 4 0 2
1573938571 25 3 4 0 2
1573940175 26 3 4 0 2
1573940728 27 3 4 0 2
1573991625 28 3 4 0 2
1573991675 29 3 4 0 2
1574026457 29 3 5 0 2
1574026984 30 3 5 0 2
1574035679 31 3 5 0 2
1574036223 32 3 5 0 2
1574069028 33 3 5 0 2
1574074329 34 3 5 0 2
1574074373 35 3 5 0 2
1574097694 35 4 5 0 2
1574175924 35 5 5 0 2
1574180777 35 5 6 0 2
1574180939 35 5 7 0 2
1574184569 35 5 8 0 2
1574188739 35 5 9 0 2
1574189340 36 5 9 0 2
1574190469 37 5 9 0 2
1574233226 37 6 9 0 2
1574235155 37 7 9 0 2
1574235377 38 7 9 0 2
1574235570 39 7 9 0 2
1574237181 40 7 9 0 2
1574237459 41 7 9 0 2
1574237786 42 7 9 0 2
1574241743 42 8 9 0 2
1574241868 43 8 9 0 2
1574243173 44 8 9 0 2
1574258739 44 9 9 0 2
1574258819 44 10 9 0 2
1574258985 45 10 9 0 2
1574258990 46 10 9 0 2
1574259043 46 11 9 0 2
1574259086 46 12 9 0 2
1574259103 47 12 9 0 2
1574275178 48 12 9 0 2
1574275423 48 12 9 1 2
1574275503 48 12 9 2 2
1574276303 48 12 9 3 2
1574280835 49 12 9 3 2
1574281749 49 12 9 4 2
1574286015 49 12 9 5 2
1574286865 49 12 9 6 2
1574291322 50 12 9 6 2
1574291403 51 12 9 6 2
1574331599 51 13 9 6 2
1574331772 51 14 9 6 2
1574332251 51 15 9 6 2
1574332599 52 15 9 6 2
1574418128 52 16 9 6 2
1574422823 53 16 9 6 2
1574429526 54 16 9 6 2
1574429615 55 16 9 6 2
1574452347 55 16 9 7 2
1574519010 56 16 9 7 2
1574532531 56 16 9 8 2
1574544351 57 16 9 8 2
1574546017 58 16 9 8 2
1574664269 59 16 9 8 2
1574675427 60 16 9 8 2
1574675563 61 16 9 8 2
1574675663 62 16 9 8 2
1574675839 63 16 9 8 2
1574679581 63 17 9 8 2
1574679678 63 18 9 8 2
1574731253 64 18 9 8 2
1574731299 65 18 9 8 2
1574746692 66 18 9 8 2
