1568804091 1 0 0 0 0
1569180969 3 0 0 0 0
1569182126 32 0 0 0 0
1569183082 41 0 0 0 0
1570606150 78 0 0 0 0
1570620019 78 0 0 0 2
1570621760 78 0 0 0 4
1570991458 79 0 0 0 4
1570991465 79 0 0 0 4
1572111929 79 0 1504 0 4
1572558440 504 0 1504 0 4
1573196497 972 0 1504 0 4
1573196621 972 0 1504 0 4
1573196772 972 0 1504 0 4
1573198072 974 0 1504 0 4
1573328069 26687 0 1504 0 4
1573329214 26689 0 1504 0 4
1573329249 26690 0 1504 0 4
1573330607 26691 0 1504 0 4
1573331275 26694 0 1504 0 4
1573331319 26694 0 1504 0 4
1573331901 26695 0 1504 0 4
1573333307 26716 0 1504 0 4
1573333673 26717 0 1504 0 4
1573333784 26720 0 1504 0 4
1573661788 26720 0 1507 0 4
1573665274 26720 0 2641 0 4
1573808344 26720 199 2641 0 4
1573830572 26720 352 2641 0 4
1573832371 26720 352 2718 0 4
1573846915 26720 352 2718 0 4
1573895128 29352 352 2718 0 4
1573927021 29352 610 2718 0 4
1573938571 29687 610 2718 0 4
1573940175 29687 610 2718 0 4
1573940728 29703 610 2718 0 4
1573991625 29775 610 2718 0 4
1573991675 29775 610 2718 0 4
1574026457 29775 610 2982 0 4
1574026984 29775 610 2982 0 4
1574035679 30098 610 2982 0 4
1574036223 30099 610 2982 0 4
1574069028 30099 610 2982 0 4
1574074329 30149 610 2982 0 4
1574074373 30149 610 2982 0 4
1574097694 30149 665 2982 0 4
1574175924 30149 685 2982 0 4
1574180777 30149 685 2982 0 4
1574180939 30149 685 3011 0 4
1574184569 30149 685 3350 0 4
1574188739 30149 685 3941 0 4
1574189340 30149 685 3941 0 4
1574190469 30181 685 3941 0 4
1574233226 30181 1292 3941 0 4
1574235155 30181 1292 3941 0 4
1574235377 30449 1292 3941 0 4
1574235570 30449 1292 3941 0 4
1574237181 30459 1292 3941 0 4
1574237459 30480 1292 3941 0 4
1574237786 30480 1292 3941 0 4
1574241743 30480 1295 3941 0 4
1574241868 30480 1295 3941 0 4
1574243173 30716 1295 3941 0 4
1574258739 30716 1297 3941 0 4
1574258819 30716 1297 3941 0 4
1574258985 30740 1297 3941 0 4
1574258990 30740 1297 3941 0 4
1574259043 30740 1306 3941 0 4
1574259086 30740 1306 3941 0 4
1574259103 30740 1306 3941 0 4
1574275178 30932 1306 3941 0 4
1574275423 30932 1306 3941 76 4
1574275503 30932 1306 3941 77 4
1574276303 30932 1306 3941 108 4
1574280835 30968 1306 3941 108 4
1574281749 30968 1306 3941 128 4
1574286015 30968 1306 3941 167 4
1574286865 30968 1306 3941 172 4
1574291322 31218 1306 3941 172 4
1574291403 31218 1306 3941 172 4
1574331599 31218 1370 3941 172 4
1574331772 31218 1405 3941 172 4
1574332251 31218 1405 3941 172 4
1574332599 31803 1405 3941 172 4
1574418128 31803 1473 3941 172 4
1574422823 31803 1473 3941 172 4
1574429526 31815 1473 3941 172 4
1574429615 31815 1473 3941 172 4
1574452347 31815 1473 3941 179 4
1574519010 31909 1473 3941 179 4
1574532531 31909 1473 3941 194 4
1574544351 32443 1473 3941 194 4
1574546017 32602 1473 3941 194 4
1574664269 32906 1473 3941 194 4
1574675427 33220 1473 3941 194 4
1574675563 33220 1473 3941 194 4
1574675663 33220 1473 3941 194 4
1574675839 33220 1473 3941 194 4
1574679581 33220 1499 3941 194 4
1574679678 33220 1503 3941 194 4
1574731253 34319 1503 3941 194 4
1574731299 34319 1503 3941 194 4
1574746692 34321 1503 3941 194 4
